case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
7946,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.552209610813974e-06,1.633637979990118e-09
7947,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.336397854066825e-06,1.633637979990118e-09
7948,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.339608428345161e-06,1.633637979990118e-09
7949,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.361359832059697e-06,1.633637979990118e-09
7950,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.414462158777924e-06,1.633637979990118e-09
7951,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,1.328549000258378e-06,1.403544041758985e-06,1.633637979990118e-09
7952,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,1.328549000258378e-06,1.362122811872893e-06,1.633637979990118e-09
7953,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.133426066860632e-06,1.633637979990118e-09
7954,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.154866854742702e-06,1.633637979990118e-09
7955,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.117163870530447e-06,1.633637979990118e-09
7956,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.224864131940555e-06,1.633637979990118e-09
7957,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,1.146265098793225e-06,1.633637979990118e-09
7958,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,8.962890772092202e-07,1.633637979990118e-09
7959,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,9.245401226548951e-07,1.633637979990118e-09
7960,7.464761763435583e-08,7.657441629869894e-08,2.943502893863766e-07,7.029550780321727e-07,5.797360322539131e-06,0.000000000000000e+00,8.525537887276605e-07,1.633637979990118e-09
