ambient_temperature,solar_irradiance,ac_voltage
35.58255828326188,1174.0582650460235,482.4275848307993
36.40688997901367,434.74727779142233,488.0659053900072
25.514495137930464,1014.5854154883482,476.30786450006553
16.888684590074284,1199.0906264805262,425.10085085449634
17.0341761274351,607.139935795096,451.60704980753854
42.6706203017169,908.1742743446653,440.4085908669862
25.91495736208212,214.32389056821802,483.2863247364632
28.282445590385734,1017.5665924073157,486.39253535832904
25.918381306568435,503.8906997758175,486.07124029211514
19.321785810332894,666.9906403869438,482.88684581508977
37.404714486451496,354.5214609904396,414.07161784567546
17.677177678486252,267.642375972398,406.1765967235538
37.0036972106077,421.8602604377837,469.5374742359992
15.089280774536844,960.2699841534686,485.5901665599014
36.72601088622578,653.1085065435364,483.09816137365203
44.37523515014678,227.07934583481753,423.1951650146568
20.210827312513544,536.5020605700025,440.34868028292044
31.008284740133604,1092.8079465785609,428.79851332672126
40.89242227149687,1115.6602844696695,419.7490266635698
33.392783713163354,546.0783424843943,497.68009695382443
31.803811239504604,299.4459529077096,451.5568612031129
39.02638159039688,853.7501254260739,483.1691235568794
19.574928899139785,548.3370183818897,486.88502844306703
25.212277436093515,410.7279233002568,426.8944327379439
25.805456171588585,517.9074190183883,449.23970138663327
28.16459660996796,811.5515225875553,401.89406078175375
27.463621519949726,209.1826629855739,459.16757521279607
26.943934233114568,474.9628369285362,430.94581469083323
34.024046177100395,570.3086783648339,489.78185598270215
37.281635207744266,422.13893459021165,471.7269173609684
27.698473069964596,1177.1366602589128,465.55817002907395
15.356271228508207,1018.9057432965874,437.20502469795963
31.099890994210615,812.1407862482631,419.3922998253961
23.006654987351908,528.8015189050934,423.8147493170797
29.59115204045998,1107.2754272829427,473.808273219064
29.558881425744985,846.1795679528119,422.59799259374483
18.92316831746438,959.7030887233024,422.3519581823188
30.155752381954354,296.89968511469004,418.099647904458
21.97907129654836,430.01926349523285,415.41349679222407
38.25873448171677,929.5956865139941,435.6733798529749
16.738533880223027,324.20649689722075,440.37861259020326
16.94698076183149,1119.3034895821484,473.0949032047753
41.35952994286254,728.254600296252,445.028161377026
22.516822018080184,615.4882057504645,474.81160102468965
36.187056825575795,915.0427524870094,420.83603591285623
44.353029689090995,1011.8978824314531,403.9816100523704
26.52116478096447,364.67128503041073,446.9310789727633
32.60591693319181,393.18264021929747,445.96575905432866
41.1274859183244,574.7946664411531,418.29269413151553
21.72084188306174,1154.3392070004707,493.8939759876428
40.458250288520986,769.5464961476199,472.8873532292847
29.87025278086646,1125.8930602612775,420.7169328571017
29.208599778221256,384.2088858348634,443.26227420756345
40.747469285328094,522.4604807635293,426.95654212935193
20.809778920575635,742.8307344252078,412.3165127921488
27.08627384858975,207.1304873817124,474.86421670803537
27.14095357416383,715.9771747462067,469.01823093906296
41.14040506704741,207.20060223312635,493.21599119558186
24.70697334842525,944.7557331584475,408.55818395604314
18.793206368105736,983.7566491024353,482.4943796386767
38.97290834791475,621.1024922111671,475.77319385470224
41.77444464352506,758.6320917719598,487.7820770023069
22.261788246305287,285.43556896061114,426.5331323998293
36.52254370440845,440.1318250230779,473.210641143349
33.15114034218621,601.4484030824535,491.90588176510573
27.211962830039006,833.7578932107742,495.922317191372
24.618759665562855,552.3987399075693,415.2192707297489
33.880536899348655,1173.131913844788,487.9761427422202
21.245739675866282,369.63256038052475,407.9709321069211
43.994714686374806,477.1345880663083,421.64891031509694
23.53565937072362,1121.762160490854,407.7740816297408
21.176491583575583,1013.3585987790779,424.3285702910369
44.720430986650975,736.6518514428825,400.25525543368326
26.096824719747588,909.9059438516348,447.19105003843094
28.488400202376987,371.95959255140224,483.7000924478985
36.19185477258546,971.3657372475018,443.23878405538204
29.0963291366228,429.622698151874,429.72863756036367
39.1376059917535,1161.182912374532,498.4289458290282
16.470800557869417,882.6749619333954,477.1956768438133
19.886079399743245,574.1181530043879,432.24381341951783
25.790642898436126,862.1236446834837,424.87168556944016
37.15060351204495,1073.098762899503,482.7304339656499
44.42303277530773,752.9644877667805,434.89194780573763
32.374542128392534,460.89303619957104,462.3493825301294
34.05111375423767,992.5127603540949,400.8215646188378
22.592238816460526,445.9848961511234,467.0518563415362
39.049623319763114,405.5653214176334,403.6258746159163
35.46112962394078,210.8293352699058,411.86148061542343
18.31099372907384,589.5334238464103,418.4082276453139
38.52882959783176,268.77367158076896,430.07848471378367
33.47613558808595,1199.1989851380604,413.3951374048037
25.551209590832652,902.3986303417679,485.2091732783633
29.450579662949522,809.7774951831271,406.54119553037543
39.86104683674786,812.2072365292067,440.84614227707334
21.916759989976605,428.16375518050626,484.17087989627566
32.404878915096056,347.96301988127755,415.7468491447672
41.54573192421332,709.3025375539921,444.42446279872047
43.380325928743105,382.65422531120794,491.31935941761583
44.707049276024975,487.10717471688054,471.43645792905943
16.416481980479965,476.2807410880279,495.1192660871542
33.32804674596815,1022.2011615181088,409.70767263917725
39.697181756714926,1147.7341198387578,433.57260016514624
37.015119375822394,298.756666251723,409.3992172050129
18.97047682051761,1045.3053363817305,454.52399051245663
34.241485226570944,1193.1572477220657,461.03743282762184
22.994028280400745,684.2100101855216,488.4774109171845
33.39805038404208,805.9248774367836,434.3753490573832
19.76083766011731,1165.1391131842065,410.0812767798384
44.00762606159333,644.258462277508,468.89158134581515
35.65527085813637,609.2268831195188,444.2145538222801
27.633866969205023,435.83000597732314,450.94767931517566
31.040084241913487,1151.2473906539367,429.4076564798491
44.018663798824605,247.24979814473485,484.4608081026053
43.76546733274997,919.2658332956261,496.9826311164445
30.987298483443624,1175.7531148655883,405.9800143935264
16.975150101808445,1019.854699706614,430.701345885355
29.565736390859684,641.2567098305452,407.7856382888756
38.211382606802175,765.5174412947981,426.27943635381234
44.21878749682419,837.3102928333747,497.0575137666988
41.507043479043844,683.8499413498924,456.8663475564011
24.490279063077327,413.7252818568762,426.9575339845606
24.213363073811298,1157.6668798688502,496.2054084086817
29.602831104334914,554.6544695699156,469.6694277242299
16.478376117294538,253.6938560929734,492.4621682497269
31.665941576569352,581.8101317051717,457.4151277443359
18.082013759291666,1050.3454529623352,481.71674124551066
27.19569206211443,589.9596775337452,429.13563720546745
38.12125831355791,236.30329282292954,492.2448559205819
30.984270460889825,592.6130605836643,416.305462480645
30.30987027110116,605.6705788381562,426.0003596087196
15.447358546450777,289.52027749249424,459.7875643592526
15.967489366799324,689.8473100768117,473.7975406636927
40.29830611018318,718.763350693733,480.81710532753607
15.711924838588203,1197.155370966249,484.45269835303213
41.397766036802395,336.5238927853858,408.77588198274384
31.74097822749719,382.1581896455605,438.0758142680756
32.56526855354947,974.8020479010795,489.2704749015995
19.590753813535883,454.96268037419236,443.4553253238006
23.373967755532032,1102.9799436626372,438.631031695974
29.96154727697163,709.2133507243682,455.772095324323
22.26019458046464,902.9687202643065,438.1721616578142
20.475436395520795,768.381355761265,469.5661620495915
17.627210200922168,473.77158993167006,408.1304666119577
30.403119538037515,467.9891168605455,438.8468971744982
38.03269604235352,898.1778658925226,492.4221260468317
15.005367442358013,1186.1089267234452,458.1789640631287
43.60988678217612,775.4579655651186,467.1939399786188
24.20358274229939,240.6284584247515,440.79123622504176
26.977230854633945,610.9668265808706,406.0549091988397
41.023136144699976,460.6186469529641,480.9907638290163
23.087939008682504,627.7253057304581,426.88354419264897
30.874818170313816,435.65206105444406,412.7678811467591
41.32309782316591,529.9636398423493,451.275126380793
34.91363463148814,303.2608644588896,493.9220353182473
23.878617141726615,234.8177242975516,481.6704119530542
20.066314707873616,396.77222602016457,482.30377798153035
35.958473755624794,584.4043359917475,444.01646694905656
19.151986475377512,610.7293301510898,451.2584080597245
15.366355176540768,713.4045575758937,428.0769264924401
41.062397744742825,1132.9396985460235,436.35763671036904
32.612415340041004,221.58030673579225,448.3622258052417
40.46307222066034,826.2407032859843,428.1791617636474
24.837442129129016,1167.6196384736204,491.93482705983206
15.624672947877144,231.83758714804395,480.5691884086434
17.16456550705071,472.81291394457395,476.09512085446875
18.867551294909003,736.8252532904235,418.97201678121496
25.94420845871354,683.553329901798,440.33760203469495
