case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
7572,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,8.032351916194541e-24,0.000000000000000e+00
7573,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,8.291556993254836e-24,0.000000000000000e+00
7574,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.061663621538318e-23,0.000000000000000e+00
7575,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.276898250872683e-24,0.000000000000000e+00
7576,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,5.724979124686093e-24,0.000000000000000e+00
7577,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,7.074617256690329e-24,0.000000000000000e+00
7578,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,6.245694306853926e-24,0.000000000000000e+00
7579,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.768956109908763e-24,0.000000000000000e+00
7580,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.926273083062899e-24,0.000000000000000e+00
7581,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,8.820427513914487e-24,0.000000000000000e+00
7582,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.150152184432168e-23,0.000000000000000e+00
7583,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.942640655270428e-23,0.000000000000000e+00
7584,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,2.250908891459758e-23,0.000000000000000e+00
7585,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,1.933047777221521e-23,0.000000000000000e+00
7586,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.095755702430645e-23,0.000000000000000e+00
7587,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.436027047349652e-23,0.000000000000000e+00
7588,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.408766112731755e-23,0.000000000000000e+00
7589,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.611144235215906e-23,0.000000000000000e+00
7590,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.177588285105006e-23,0.000000000000000e+00
7591,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.102445655886151e-23,0.000000000000000e+00
7592,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.619121016977769e-23,0.000000000000000e+00
7593,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.665173935464247e-23,0.000000000000000e+00
7594,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.303978598010700e-23,0.000000000000000e+00
7595,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.253889364757734e-23,0.000000000000000e+00
7596,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.979979716162753e-23,0.000000000000000e+00
7597,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,2.753829530308812e-23,0.000000000000000e+00
7598,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.592271574886335e-23,0.000000000000000e+00
7599,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.817825972854051e-23,0.000000000000000e+00
7600,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.660469712779555e-23,0.000000000000000e+00
7601,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.743299548241706e-23,0.000000000000000e+00
7602,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.277795663216102e-23,0.000000000000000e+00
7603,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.306160340918854e-23,0.000000000000000e+00
7604,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.726414718536027e-23,0.000000000000000e+00
7605,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.463548517967430e-23,0.000000000000000e+00
7606,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,4.661441302430429e-23,0.000000000000000e+00
7607,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.165699528292712e-23,0.000000000000000e+00
7608,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,8.261347322282728e-23,0.000000000000000e+00
7609,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.170922695284260e-22,0.000000000000000e+00
7610,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.105398466381719e-22,0.000000000000000e+00
7611,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,1.155913662627895e-22,0.000000000000000e+00
7612,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.562726850387592e-23,0.000000000000000e+00
7613,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.360265716626298e-23,0.000000000000000e+00
7614,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,6.357891060740326e-23,0.000000000000000e+00
7615,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,8.918262882907716e-23,0.000000000000000e+00
7616,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,9.112634319696242e-23,0.000000000000000e+00
7617,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,7.484355568135677e-23,0.000000000000000e+00
7618,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,5.969933132530720e-23,0.000000000000000e+00
7619,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,3.494564219826735e-23,0.000000000000000e+00
7620,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,6.138936587094633e-23,0.000000000000000e+00
7621,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,6.992477774269378e-23,0.000000000000000e+00
7622,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,5.647884388137923e-23,0.000000000000000e+00
7623,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,6.640652473272366e-23,0.000000000000000e+00
7624,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,5.730325292449385e-23,0.000000000000000e+00
7625,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,4.238452492695499e-23,0.000000000000000e+00
7626,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,5.286164153706478e-23,0.000000000000000e+00
7627,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,0.000000000000000e+00,5.459076545827764e-23,0.000000000000000e+00
7628,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,4.358619839225844e-23,0.000000000000000e+00
7629,7.662861985800029e-08,2.185867389345253e-07,2.821586929248901e-07,4.249207980539780e-07,1.134597805864905e-06,6.598210526708906e-07,4.718455931382325e-23,0.000000000000000e+00
