case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
37860,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,1.821498174431616e-22,0.000000000000000e+00
37861,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,1.941238650915501e-22,0.000000000000000e+00
37862,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.011423376894182e-22,0.000000000000000e+00
37863,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.105416066988208e-22,0.000000000000000e+00
37864,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.228049161914544e-22,0.000000000000000e+00
37865,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.270057677642513e-22,0.000000000000000e+00
37866,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.308781643404256e-22,0.000000000000000e+00
37867,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.353156721263305e-22,0.000000000000000e+00
37868,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,8.126892693605979e-07,2.420146877416085e-22,0.000000000000000e+00
37869,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.400318806100423e-22,0.000000000000000e+00
37870,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.322410547339816e-22,0.000000000000000e+00
37871,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.392651640179750e-22,0.000000000000000e+00
37872,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.484907812314061e-22,0.000000000000000e+00
37873,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.451730724583323e-22,0.000000000000000e+00
37874,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.500371242674249e-22,0.000000000000000e+00
37875,5.660845268002499e-08,1.614675958552634e-07,3.141325419280301e-07,4.756805477422253e-07,1.421692090659923e-06,0.000000000000000e+00,2.567924052541963e-22,0.000000000000000e+00
