case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
15144,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.550002998230478e-23,0.000000000000000e+00
15145,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.497562660135706e-23,0.000000000000000e+00
15146,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.620174825247591e-23,0.000000000000000e+00
15147,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.647558509930362e-23,0.000000000000000e+00
15148,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.520596825128474e-23,0.000000000000000e+00
15149,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.444991911802805e-23,0.000000000000000e+00
15150,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.399351631416646e-23,0.000000000000000e+00
15151,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.425705168124275e-23,0.000000000000000e+00
15152,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.604789914843440e-23,0.000000000000000e+00
15153,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.757510375286411e-23,0.000000000000000e+00
15154,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.027407425607916e-23,0.000000000000000e+00
15155,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.384261389516715e-23,0.000000000000000e+00
15156,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.598295510723935e-23,0.000000000000000e+00
15157,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.111115199185746e-23,0.000000000000000e+00
15158,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.711492553671861e-23,0.000000000000000e+00
15159,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.664160502267467e-23,0.000000000000000e+00
15160,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,5.821176152601414e-23,0.000000000000000e+00
15161,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,7.456096240526514e-23,0.000000000000000e+00
15162,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,8.110836671342273e-23,0.000000000000000e+00
15163,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.310467361137535e-23,0.000000000000000e+00
15164,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.893852070088258e-23,0.000000000000000e+00
15165,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.877932148844409e-23,0.000000000000000e+00
15166,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.151450065061076e-23,0.000000000000000e+00
15167,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.953595148227453e-23,0.000000000000000e+00
15168,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,7.732560270631345e-23,0.000000000000000e+00
15169,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,7.807994771763282e-07,8.561554030905597e-23,0.000000000000000e+00
15170,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,7.807994771763282e-07,7.573698873242093e-23,0.000000000000000e+00
15171,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.295492973252777e-22,0.000000000000000e+00
15172,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.613513575174434e-23,0.000000000000000e+00
15173,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.112001342787865e-23,0.000000000000000e+00
15174,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.205920154727098e-22,0.000000000000000e+00
15175,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.286104627995096e-23,0.000000000000000e+00
15176,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.017979117219628e-23,0.000000000000000e+00
15177,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.757791863357613e-23,0.000000000000000e+00
15178,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.132031268869450e-23,0.000000000000000e+00
15179,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.245365811976163e-23,0.000000000000000e+00
15180,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.658460832489111e-23,0.000000000000000e+00
15181,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.239879437774225e-23,0.000000000000000e+00
15182,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.211911608811654e-23,0.000000000000000e+00
15183,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.252103025599018e-23,0.000000000000000e+00
15184,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.973182601133297e-23,0.000000000000000e+00
15185,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.908217473686763e-23,0.000000000000000e+00
15186,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.408651270071882e-23,0.000000000000000e+00
15187,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,1.100429761984379e-23,0.000000000000000e+00
15188,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,7.606250283471291e-24,0.000000000000000e+00
15189,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.283948840226057e-24,0.000000000000000e+00
15190,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.518433467619015e-24,0.000000000000000e+00
15191,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.861599432902702e-24,0.000000000000000e+00
15192,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.857668797113898e-24,0.000000000000000e+00
15193,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,6.456938730508380e-24,0.000000000000000e+00
15194,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,5.740356670752735e-24,0.000000000000000e+00
15195,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.990604850526977e-24,0.000000000000000e+00
15196,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.428088182048305e-24,0.000000000000000e+00
15197,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.964712754145051e-24,0.000000000000000e+00
15198,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.727781025833941e-24,0.000000000000000e+00
15199,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.598292978789313e-24,0.000000000000000e+00
15200,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.522153613760445e-24,0.000000000000000e+00
15201,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.309153276048806e-24,0.000000000000000e+00
15202,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.176183022041657e-24,0.000000000000000e+00
15203,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.170588016199503e-24,0.000000000000000e+00
15204,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.285921532574404e-24,0.000000000000000e+00
15205,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.477474755065050e-24,0.000000000000000e+00
15206,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.714535173562648e-24,0.000000000000000e+00
15207,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.866683916093622e-24,0.000000000000000e+00
15208,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.049669982485082e-24,0.000000000000000e+00
15209,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.403523292999832e-24,0.000000000000000e+00
15210,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.409874341654244e-24,0.000000000000000e+00
15211,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.234664320579320e-24,0.000000000000000e+00
15212,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.749504484342186e-24,0.000000000000000e+00
15213,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.135517433841315e-24,0.000000000000000e+00
15214,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.787554617633858e-24,0.000000000000000e+00
15215,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.365166804056481e-24,0.000000000000000e+00
15216,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.371859562877954e-24,0.000000000000000e+00
15217,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.371952737574537e-24,0.000000000000000e+00
15218,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.374531017124897e-24,0.000000000000000e+00
15219,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.401173483772422e-24,0.000000000000000e+00
15220,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.423532930694713e-24,0.000000000000000e+00
15221,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.467457203175227e-24,0.000000000000000e+00
15222,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.563761449134133e-24,0.000000000000000e+00
15223,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,2.808341778602834e-24,0.000000000000000e+00
15224,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.190460098033723e-24,0.000000000000000e+00
15225,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,3.678943933605861e-24,0.000000000000000e+00
15226,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,4.456885864349278e-24,0.000000000000000e+00
15227,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,5.277084788005465e-24,0.000000000000000e+00
15228,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,7.743658080982733e-24,0.000000000000000e+00
15229,1.493023009812577e-07,4.011991046507057e-07,4.050592187682636e-07,6.110643913710734e-07,2.125036664758072e-06,0.000000000000000e+00,9.221469652246849e-24,0.000000000000000e+00
