case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
22716,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.386260264768341e-22,0.000000000000000e+00
22717,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.340046546192099e-22,0.000000000000000e+00
22718,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.324402703869233e-22,0.000000000000000e+00
22719,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.828700771337565e-22,0.000000000000000e+00
22720,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,3.278990555100844e-22,0.000000000000000e+00
22721,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.179643358681363e-22,0.000000000000000e+00
22722,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.514140812417090e-22,0.000000000000000e+00
22723,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.904810549465379e-22,0.000000000000000e+00
22724,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.538998454298889e-22,0.000000000000000e+00
22725,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.264947806335467e-22,0.000000000000000e+00
22726,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.866104467957964e-22,0.000000000000000e+00
22727,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.644446727662784e-22,0.000000000000000e+00
22728,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.346849627844483e-22,0.000000000000000e+00
22729,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.693988823835776e-22,0.000000000000000e+00
22730,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,3.840927590343250e-22,0.000000000000000e+00
22731,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.664878495989759e-22,0.000000000000000e+00
22732,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.669518584451573e-22,0.000000000000000e+00
22733,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,3.388329230977290e-22,0.000000000000000e+00
22734,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,3.150846580323007e-22,0.000000000000000e+00
22735,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.537766470449008e-22,0.000000000000000e+00
22736,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,4.262942840624754e-22,0.000000000000000e+00
22737,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,4.340091826989921e-22,0.000000000000000e+00
22738,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,4.145632291973171e-22,0.000000000000000e+00
22739,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.769530166719554e-22,0.000000000000000e+00
22740,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.510866046842467e-22,0.000000000000000e+00
22741,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.555612489151516e-22,0.000000000000000e+00
22742,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.354764183263759e-22,0.000000000000000e+00
22743,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.299828107393923e-22,0.000000000000000e+00
22744,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.376739806835181e-22,0.000000000000000e+00
22745,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.569221613284912e-22,0.000000000000000e+00
22746,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.556193778451689e-22,0.000000000000000e+00
22747,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.361927671693733e-22,0.000000000000000e+00
22748,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.040088553649623e-22,0.000000000000000e+00
22749,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,3.043039910904428e-22,0.000000000000000e+00
22750,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.602223683711080e-22,0.000000000000000e+00
22751,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.416188904147271e-22,0.000000000000000e+00
22752,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,5.625429087954724e-07,2.587379158974372e-22,0.000000000000000e+00
22753,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.430851993286042e-22,0.000000000000000e+00
22754,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.744259181473619e-22,0.000000000000000e+00
22755,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.382158287557136e-22,0.000000000000000e+00
22756,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.349991078604894e-22,0.000000000000000e+00
22757,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.122180701805588e-22,0.000000000000000e+00
22758,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.114043640812246e-22,0.000000000000000e+00
22759,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.148987114586834e-22,0.000000000000000e+00
22760,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,2.104427299191888e-22,0.000000000000000e+00
22761,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.986636841238345e-22,0.000000000000000e+00
22762,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.943782413805415e-22,0.000000000000000e+00
22763,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.794856711799580e-22,0.000000000000000e+00
22764,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.811747267277608e-22,0.000000000000000e+00
22765,1.431343416434922e-07,3.706580398807135e-07,5.236661982585189e-07,7.891274442571991e-07,5.925564266856013e-06,0.000000000000000e+00,1.673805867365816e-22,0.000000000000000e+00
