case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
23838,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.419398724590408e-05,1.464272962946195e-10
23839,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.434843975595440e-05,1.464272962946195e-10
23840,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.434641927016180e-05,1.464272962946195e-10
23841,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.502147829003121e-05,1.464272962946195e-10
23842,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.529840790939295e-05,1.464272962946195e-10
23843,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.555192333548423e-05,1.464272962946195e-10
23844,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.542273401773520e-05,1.464272962946195e-10
23845,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.524338739921771e-05,1.464272962946195e-10
23846,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.642109703253100e-05,1.464272962946195e-10
23847,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.705676166835717e-05,1.464272962946195e-10
23848,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.712066098838952e-05,1.464272962946195e-10
23849,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.722852953837435e-05,1.464272962946195e-10
23850,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.701840470904373e-05,1.464272962946195e-10
23851,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,5.418413069800116e-05,1.464272962946195e-10
23852,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,5.174013205821011e-05,1.464272962946195e-10
23853,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,5.103953273250541e-05,1.464272962946195e-10
23854,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,4.911787809645388e-05,1.464272962946195e-10
23855,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,4.721629701697269e-05,1.464272962946195e-10
23856,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,4.682596114807748e-05,1.464272962946195e-10
23857,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,4.557721605127879e-05,1.464272962946195e-10
23858,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,4.437635835101357e-05,1.464272962946195e-10
23859,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,4.388315171877084e-05,1.464272962946195e-10
23860,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,1.450407614518621e-06,4.177890993880214e-05,1.464272962946195e-10
23861,1.292863595950872e-07,1.292863595950871e-07,5.347850984719706e-07,5.347850984719709e-07,3.564181261375405e-06,0.000000000000000e+00,3.948023531982987e-05,1.464272962946195e-10
