case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
23838,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.014303170721879e-06,8.866520464919569e-10
23839,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.031380617745865e-06,8.866520464919569e-10
23840,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.024285817826034e-06,8.866520464919569e-10
23841,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.121641452456890e-06,8.866520464919569e-10
23842,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.145926382601011e-06,8.866520464919569e-10
23843,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.175133726702629e-06,8.866520464919569e-10
23844,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.144966682440757e-06,8.866520464919569e-10
23845,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.089509159911319e-06,8.866520464919569e-10
23846,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.241908672803415e-06,8.866520464919569e-10
23847,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.288610130580735e-06,8.866520464919569e-10
23848,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.214916530435477e-06,8.866520464919569e-10
23849,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,6.125383613137809e-06,8.866520464919569e-10
23850,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,5.981413122498961e-06,8.866520464919569e-10
23851,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,5.390717179853130e-06,8.866520464919569e-10
23852,1.292863595950869e-07,6.225943313536699e-08,5.347850984719713e-07,1.264045102448348e-06,5.526788876019471e-07,0.000000000000000e+00,4.888480055586971e-06,8.866520464919569e-10
