case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
0,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.223623558311650e-06,3.138953495481393e-10
1,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.222788973484368e-06,3.138953495481393e-10
2,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.213741912665525e-06,3.138953495481393e-10
3,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.213982416860187e-06,3.138953495481393e-10
4,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.211377926642449e-06,3.138953495481393e-10
5,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.236589890441210e-06,3.138953495481393e-10
6,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.251229873412599e-06,3.138953495481393e-10
7,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.278078576901792e-06,3.138953495481393e-10
8,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.309416953466418e-06,3.138953495481393e-10
9,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.338623416960584e-06,3.138953495481393e-10
10,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.378310357758498e-06,3.138953495481393e-10
11,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.402221447754705e-06,3.138953495481393e-10
12,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.452369070502869e-06,3.138953495481393e-10
13,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.545386675489965e-06,3.138953495481393e-10
14,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.625478847633021e-06,3.138953495481393e-10
15,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.739361840544584e-06,3.138953495481393e-10
16,9.478174174292585e-09,9.478174174292590e-09,1.837840163350408e-07,1.837840163350407e-07,5.014029476079498e-07,0.000000000000000e+00,1.785805164190379e-06,3.138953495481393e-10
