case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
7946,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,5.385608647241634e-06,9.715624623731705e-11
7947,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.992189376058645e-06,9.715624623731705e-11
7948,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.968996939672179e-06,9.715624623731705e-11
7949,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.994878199193214e-06,9.715624623731705e-11
7950,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,5.191123281429163e-06,9.715624623731705e-11
7951,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,1.328549000258378e-06,5.272492599299379e-06,9.715624623731705e-11
7952,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,1.328549000258378e-06,5.285288061760845e-06,9.715624623731705e-11
7953,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.763278935539495e-06,9.715624623731705e-11
7954,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.877928475105159e-06,9.715624623731705e-11
7955,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.821826296792487e-06,9.715624623731705e-11
7956,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,5.184455309417623e-06,9.715624623731705e-11
7957,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,5.122680633508477e-06,9.715624623731705e-11
7958,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.422457996809642e-06,9.715624623731705e-11
7959,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.585478056201289e-06,9.715624623731705e-11
7960,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.435102886080730e-06,9.715624623731705e-11
7961,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.536831079872681e-06,9.715624623731705e-11
7962,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,0.000000000000000e+00,4.228037381222335e-06,9.715624623731705e-11
7963,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,1.328549000258378e-06,4.246239490572513e-06,9.715624623731705e-11
7964,7.464761763435589e-08,7.464761763435591e-08,2.943502893863770e-07,2.943502893863771e-07,1.286858039030285e-06,1.328549000258378e-06,4.609472676004262e-06,9.715624623731705e-11
