case_index,fan_electrical_external,fan_electrical_internal,fan_mechanical_external,fan_mechanical_internal,capacitor,igbt_deltaT,igbt_arrhenius,pcb
0,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.768197598735334e-21,3.167090289562972e-10
1,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.762451522390893e-21,3.167090289562972e-10
2,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.761693815712773e-21,3.167090289562972e-10
3,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.761974328034500e-21,3.167090289562972e-10
4,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.753344328945258e-21,3.167090289562972e-10
5,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.745867190693132e-21,3.167090289562972e-10
6,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.756440328324893e-21,3.167090289562972e-10
7,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.772534959021738e-21,3.167090289562972e-10
8,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.775946986861201e-21,3.167090289562972e-10
9,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.792006776929993e-21,3.167090289562972e-10
10,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,3.716638608561924e-21,3.167090289562972e-10
11,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,4.210175326534170e-21,3.167090289562972e-10
12,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,3.906366772537342e-21,3.167090289562972e-10
13,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.885446733217646e-21,3.167090289562972e-10
14,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,1.913460783792552e-21,3.167090289562972e-10
15,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,4.853662338960540e-21,3.167090289562972e-10
16,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,5.101941682180631e-21,3.167090289562972e-10
17,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,2.113784624992722e-21,3.167090289562972e-10
18,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,2.177587153549622e-21,3.167090289562972e-10
19,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,2.208151391462376e-21,3.167090289562972e-10
20,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,1.679962038874053e-06,4.879954811725648e-21,3.167090289562972e-10
21,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,1.679962038874053e-06,2.862077306299398e-21,3.167090289562972e-10
22,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,2.752084523123299e-21,3.167090289562972e-10
23,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,5.278250527250434e-21,3.167090289562972e-10
24,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,5.203713127169093e-21,3.167090289562972e-10
25,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,6.454883945724642e-21,3.167090289562972e-10
26,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,4.566608891827492e-21,3.167090289562972e-10
27,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,6.991709166234273e-21,3.167090289562972e-10
28,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,7.385754215672763e-21,3.167090289562972e-10
29,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,7.546346116487954e-21,3.167090289562972e-10
30,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,7.868363796277663e-21,3.167090289562972e-10
31,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,8.097255109487783e-21,3.167090289562972e-10
32,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,1.679962038874053e-06,8.396397865624260e-21,3.167090289562972e-10
33,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,8.517555924957593e-21,3.167090289562972e-10
34,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,0.000000000000000e+00,8.464278282537188e-21,3.167090289562972e-10
35,9.478174174292595e-09,2.907042353655099e-08,1.837840163350408e-07,2.751491459426516e-07,1.008170882252819e-06,1.679962038874053e-06,7.912012022949175e-21,3.167090289562972e-10
